sourceID,sourceType,sourceLocation,destinationServiceType,destinationLocation,accessedNodeType,operation,value,timestamp,normality
34,2,6,3,6,4,1,0,26930,7
80,4,0,4,0,8,3,6274,5605,7
27,2,17,3,17,4,1,0,23503,7
29,2,19,4,19,8,1,4664,42145,7
78,4,7,4,7,8,3,6070,8361,7
64,4,1,4,1,8,3,3323,43805,7
24,2,14,3,14,4,1,1,21163,7
35,2,0,4,0,8,1,7423,21828,7
83,7,9,0,5,2,3,8037,4583,7
4,0,5,0,5,1,1,11,17327,7
24,2,14,3,14,4,1,0,10105,7
68,4,13,4,13,8,3,4608,28980,7
33,2,7,3,7,4,1,1,3390,7
82,7,10,0,10,2,1,8037,19022,7
4,0,5,0,5,1,1,9,10261,7
64,4,1,2,9,4,1,0,19868,5
2,0,7,0,7,2,1,8037,15049,7
4,0,5,0,5,1,3,10,45027,7
28,2,18,3,18,4,1,0,32775,7
3,0,10,0,10,1,1,6,309,7
20,2,9,3,9,4,1,0,1796,7
34,2,6,3,6,4,1,1,30813,7
81,7,0,0,7,1,1,13,24139,7
71,4,16,4,16,8,3,1154,40674,7
0,0,6,0,6,2,1,8037,31383,7
4,0,5,0,5,1,3,7,12743,7
11,6,4,4,0,8,1,3035,39354,0
31,2,12,3,12,4,1,0,40028,7
75,4,20,4,20,2,3,8037,5275,1
61,4,2,4,2,8,3,1889,43780,7
19,2,1,3,1,4,1,0,10619,7
30,2,20,4,20,8,1,874,37627,7
25,2,15,3,15,4,1,0,15216,7
4,0,5,0,5,1,1,12,14899,7
30,2,20,3,20,4,1,0,403,7
76,4,12,4,12,8,3,3286,23708,7
3,0,10,0,10,2,1,8037,12577,7
23,2,13,3,13,4,1,1,19268,7
83,7,9,0,5,1,1,10,38640,7
30,2,20,4,20,8,1,4650,27447,7
75,4,20,4,20,8,3,359,34758,7
21,2,3,4,3,8,1,7416,33254,7
1,0,6,0,6,1,1,11,33871,7
81,7,0,0,6,1,3,4,37679,7
1,0,6,0,6,1,3,10,17030,7
1,0,6,0,6,1,1,2,36124,7
21,2,3,4,3,8,1,5768,32056,7
78,4,7,4,7,8,3,7234,897,7
82,7,10,0,10,2,1,8037,12958,7
23,2,13,3,13,4,1,0,16741,7
28,2,18,4,18,8,1,2072,20825,7
11,6,4,4,0,8,1,3035,39359,0
1,0,6,0,6,1,3,10,10285,7
28,2,18,4,18,8,1,6723,28791,7
83,7,9,0,5,2,1,8037,5459,7
0,0,6,0,6,2,1,8037,13849,7
81,7,0,0,6,2,1,8037,14680,7
78,4,7,4,7,8,3,4475,30930,7
34,2,6,3,6,4,1,1,27931,7
2,0,7,0,7,1,1,13,14122,7
66,4,3,4,3,8,3,4494,30867,7
26,2,16,3,16,4,1,0,4688,7
18,2,5,3,5,4,1,1,7552,7
79,4,6,4,6,8,3,7912,13357,7
72,4,17,4,17,8,3,7426,32289,7
83,7,9,0,5,1,1,13,39625,7
1,0,6,0,6,1,1,4,13265,7
5,0,5,0,5,1,1,11,23510,7
30,2,20,3,20,4,1,0,6677,7
68,4,13,4,13,8,3,1907,12877,7
2,0,7,0,7,2,1,8037,28876,7
16,2,8,3,8,4,1,0,1299,7
82,7,10,0,10,2,1,8037,2453,7
23,2,13,3,13,4,1,1,9667,7
18,2,5,3,5,4,1,1,9143,7
26,2,16,3,16,4,1,0,811,7
34,2,6,3,6,4,1,1,25254,7
64,4,1,4,1,8,3,442,44507,7
34,2,6,4,6,8,1,5241,29540,7
83,7,9,0,5,2,1,8037,4460,7
14,6,17,4,17,8,1,5243,3371,7
31,2,12,3,12,4,1,0,16728,7
34,2,6,3,6,4,1,1,24594,7
0,0,6,0,6,1,1,7,27127,7
29,2,19,3,19,4,1,1,9114,7
26,2,16,3,16,4,1,0,14377,7
71,4,16,4,16,8,3,2777,43758,7
25,2,15,3,15,4,1,1,31982,7
1,0,6,0,6,2,1,8037,41620,7
69,4,14,4,14,8,3,6916,33742,7
81,7,0,0,6,1,1,9,39058,7
3,0,10,0,10,2,1,8037,21431,7
3,0,10,0,10,2,1,8037,6646,7
83,7,9,0,5,1,3,6,29375,7
81,7,0,0,6,1,3,6,9680,7
75,4,20,4,20,8,3,360,2707,7
74,4,19,4,19,8,3,602,637,7
5,0,5,0,5,1,1,9,13946,7
28,2,18,4,18,8,1,5800,29711,7
21,2,3,3,3,4,1,0,30768,7
1,0,6,0,6,1,3,2,40634,7
20,2,9,3,9,4,3,1,4323,3
65,4,9,1,5,2,3,8037,43525,2
4,0,5,0,5,1,1,4,24284,7
15,2,2,4,2,8,1,7624,38928,7
83,7,9,0,5,1,1,12,1329,7
28,2,18,3,18,4,1,0,2335,7
77,4,4,4,4,8,3,4595,1387,7
4,0,5,0,5,2,1,8037,10093,7
28,2,18,4,18,8,1,6991,21506,7
5,0,5,0,5,1,1,4,38582,7
1,0,6,0,6,1,1,6,3279,7
1,0,6,0,6,2,1,8037,16825,7
5,0,5,0,5,1,1,4,15070,7
27,2,17,4,17,8,1,6939,20058,7
69,4,14,4,14,8,3,5646,38222,7
40,3,5,3,5,1,3,7950,2059,7
83,7,9,0,5,1,1,10,7821,7
79,4,6,4,6,8,3,5004,29275,7
74,4,19,4,19,8,3,4203,31362,7
74,4,19,4,19,8,3,3320,28954,7
1,0,6,0,6,1,3,13,28415,7
82,7,10,0,10,2,1,8037,42267,7
15,2,2,3,2,4,1,0,34776,7
61,4,2,4,2,8,3,687,6363,7
3,0,10,0,10,1,1,7,23609,7
83,7,9,0,5,1,1,6,24575,7
72,4,17,4,17,8,3,5730,18855,7
66,4,3,4,3,8,3,656,27494,7
81,7,0,0,6,2,1,8037,4789,7
22,2,11,4,11,8,1,5640,41702,7
1,0,6,0,6,2,1,8037,18554,7
1,0,6,0,6,2,1,8037,19320,7
30,2,20,4,20,8,1,26,31061,7
72,4,17,4,17,8,3,7120,34629,7
34,2,6,3,6,4,1,1,16715,7
4,0,5,0,5,2,1,8037,1203,7
74,4,19,4,19,8,3,4388,43724,7
22,2,11,3,11,4,1,1,4642,7
0,0,6,0,6,1,1,1,8132,7
3,0,10,0,10,1,1,2,45730,7
81,7,0,0,6,1,1,11,2042,7
62,4,8,4,8,8,3,1630,442,7
4,0,5,0,5,1,1,0,1504,7
26,2,16,3,16,4,1,0,26010,7
11,6,4,4,0,8,1,3035,39568,0
64,4,1,4,1,8,3,1060,35987,7
18,2,5,3,5,4,1,0,29300,7
4,0,5,0,5,2,1,8037,35922,7
27,2,17,4,17,8,1,6075,35132,7
79,4,6,4,6,8,3,1546,16186,7
15,2,2,4,2,8,1,2208,43756,7
22,2,11,3,11,4,1,0,43827,7
35,2,0,4,0,8,1,857,29725,7
22,2,11,4,11,8,1,736,45931,7
15,2,2,3,2,4,1,0,16431,7
30,2,20,3,20,4,1,1,19091,7
34,2,6,3,6,4,1,1,41502,7
2,0,7,0,7,2,1,8037,18618,7
7,1,3,2,10,4,1,0,35607,5
79,4,6,4,6,8,3,5984,1386,7
31,2,12,4,12,8,1,5187,28989,7
74,4,19,2,12,4,1,0,32595,4
5,0,5,0,5,1,1,4,18964,7
64,4,1,4,1,8,3,4336,13037,7
83,7,9,0,5,1,3,7,43139,7
68,4,13,4,13,8,3,3215,10942,7
79,4,6,4,6,8,3,1618,17298,7
30,2,20,3,20,4,1,1,2008,7
63,4,10,4,10,8,3,7681,36286,7
27,2,17,3,17,4,1,0,10753,7
25,2,15,3,15,4,1,0,12468,7
15,2,2,3,2,4,1,0,3746,0
71,4,16,4,16,8,3,5446,4340,7
69,4,14,4,14,8,3,175,22599,7
27,2,17,4,17,8,1,2942,24448,7
65,4,9,4,9,8,3,301,45800,7
25,2,15,3,15,4,1,0,33206,7
15,2,2,3,2,4,1,0,3823,0
78,4,7,4,7,8,3,5920,16796,7
20,2,9,3,9,4,1,1,22380,7
67,4,11,4,11,8,3,4884,33784,7
27,2,17,4,17,8,1,7248,27875,7
83,7,9,0,5,1,1,13,32306,7
83,7,9,0,5,1,1,4,42780,7
69,4,14,4,14,8,3,7303,21119,7
4,0,5,0,5,1,1,12,25542,7
82,7,10,0,10,1,3,7,14877,7
61,4,2,4,2,8,3,6592,29233,7
30,2,20,4,20,8,1,5784,24742,7
5,0,5,0,5,2,1,8037,20712,7
73,4,18,4,18,8,3,785,38654,7
83,7,9,0,5,1,1,7,16827,7
0,0,6,0,6,1,1,4,19448,7
81,7,0,0,6,2,1,8037,45597,7
75,4,20,4,20,8,3,3934,41668,7
82,7,10,0,10,2,1,8037,21245,7
25,2,15,4,15,8,1,4395,20170,7
0,0,6,0,6,1,1,10,6983,7
25,2,15,3,15,4,1,0,44295,7
3,0,10,0,10,1,1,11,9103,7
3,0,10,0,10,1,1,6,25357,7
31,2,12,4,12,8,1,6302,32597,7
2,0,7,0,7,2,1,8037,2433,7
32,2,4,4,4,8,1,398,41357,7
83,7,9,0,5,2,1,8037,41376,7
17,2,10,4,10,8,1,3222,40569,7
0,0,6,0,6,1,1,4,22948,7
1,0,6,0,6,1,3,4,20100,7
30,2,20,3,20,4,1,0,6381,7
4,0,5,0,5,1,1,6,6129,7
23,2,13,4,13,8,1,4153,39829,7
62,4,8,4,8,8,3,2008,34829,7
18,2,5,3,5,4,1,0,26200,7
19,2,1,4,1,8,1,3703,36375,7
72,4,17,4,17,8,3,5159,14269,7
82,7,10,0,10,2,1,8037,13112,7
11,6,4,4,0,8,1,3035,39582,0
69,4,14,4,14,8,3,6948,45809,7
64,4,1,4,1,8,3,6061,42334,7
26,2,16,3,16,4,1,1,42466,7
1,0,6,0,6,2,1,8037,25531,7
19,2,1,3,1,4,1,1,18404,7
22,2,11,3,11,4,1,0,8730,7
77,4,4,4,4,8,3,4118,37183,7
15,2,2,4,2,8,1,3304,24364,7
83,7,9,0,5,1,1,1,21815,7
81,7,0,0,6,1,1,6,26013,7
19,2,1,3,1,4,1,0,28685,7
18,2,5,3,5,4,1,0,5779,7
82,7,10,0,10,1,3,10,29321,7
25,2,15,4,15,8,1,6218,32105,7
83,7,9,0,5,2,1,8037,10442,7
74,4,19,4,19,8,3,4449,41420,7
35,2,0,3,0,4,1,0,23491,7
28,2,18,4,18,8,1,4582,36653,7
3,0,10,0,10,1,1,9,15541,7
75,4,20,4,20,8,3,542,25094,7
64,4,1,4,1,8,3,5066,14927,7
32,2,4,3,4,4,1,0,14409,7
69,4,14,4,14,8,3,681,26437,7
32,2,4,3,4,4,1,1,43921,7
27,2,17,3,17,4,1,0,6988,7
63,4,10,4,10,8,3,2250,20803,7
2,0,7,0,7,1,1,13,41604,7
70,4,15,4,15,8,3,5226,30454,7
27,2,17,3,17,4,1,0,2350,7
72,4,17,4,17,8,3,6707,40290,7
5,0,5,0,5,2,1,8037,1859,7
72,4,17,4,17,8,3,5611,44447,7
77,4,4,4,4,8,3,5631,15064,7
5,0,5,0,5,1,1,4,12555,7
30,2,20,3,20,4,1,0,7461,7
62,4,8,4,8,8,3,67,1020,7
27,2,17,3,17,4,1,1,11857,7
17,2,10,4,10,8,1,7382,20535,7
32,2,4,3,4,4,1,1,38967,7
29,2,19,3,19,4,1,1,39120,7
66,4,3,4,3,8,3,6859,24770,7
62,4,8,4,8,8,3,3793,15826,7
28,2,18,3,18,4,1,0,43826,7
18,2,5,3,5,4,1,1,19219,7
5,0,5,0,5,1,1,4,32949,7
0,0,6,0,6,1,3,7,43250,7
22,2,11,3,11,4,1,1,33133,7
70,4,15,4,15,8,3,4938,2136,7
24,2,14,4,14,8,1,1670,34652,7
31,2,12,3,12,4,1,1,9132,7
83,7,9,0,5,1,3,7,32537,7
3,0,10,0,10,1,1,12,45877,7
0,0,6,0,6,1,3,11,10810,7
71,4,16,4,16,8,3,5333,16845,7
15,2,2,4,2,8,1,6029,39204,7
82,7,10,0,10,1,1,12,36446,7
1,0,6,0,6,1,1,2,29779,7
5,0,5,0,5,1,1,2,2529,7
77,4,4,4,4,8,3,6498,7073,7
1,0,6,0,6,1,3,13,5474,7
21,2,3,3,3,4,1,1,42747,7
83,7,9,0,5,1,1,6,2508,7
18,2,5,3,5,4,1,1,41095,7
28,2,18,4,18,8,1,4962,36796,7
3,0,10,0,10,1,1,9,25240,7
73,4,18,4,18,8,3,2514,466,7
82,7,10,0,10,1,3,9,17884,7
63,4,10,4,10,8,3,7294,29959,7
0,0,6,0,6,1,1,6,38798,7
80,4,0,4,0,8,3,5507,16250,7
83,7,9,0,5,1,3,0,45575,7
27,2,17,3,17,4,1,0,32973,7
28,2,18,3,18,4,1,1,45277,7
75,4,20,4,20,8,3,2958,21974,7
2,0,7,0,7,1,1,13,43549,7
28,2,18,3,18,4,1,0,43840,7
83,7,9,0,5,1,3,9,36910,7
33,2,7,4,7,8,1,4583,23163,7
1,0,6,0,6,1,1,6,7573,7
26,2,16,3,16,4,1,1,45060,7
62,4,8,4,8,8,3,696,16394,7
81,7,0,0,6,1,3,0,34891,7
29,2,19,4,19,8,1,3853,36969,7
28,2,18,3,18,4,1,1,5998,7
2,0,7,0,7,1,1,13,36876,7
64,4,1,4,1,8,3,4302,43542,7
5,0,5,0,5,1,3,12,10097,7
0,0,6,0,6,2,1,8037,40709,7
3,0,10,0,10,2,3,8037,33430,7
25,2,15,4,15,8,1,6233,22078,7
61,4,2,4,2,8,3,4892,14600,7
4,0,5,0,5,1,1,6,23547,7
4,0,5,0,5,1,1,13,22368,7
71,4,16,4,16,8,3,4512,1400,7
16,2,8,3,8,4,1,1,14891,7
18,2,5,3,5,4,1,1,2270,7
19,2,1,4,1,8,1,7029,26157,7
71,4,16,4,16,8,3,4049,35571,7
5,0,5,0,5,1,1,6,15959,7
25,2,15,4,15,8,1,6663,33194,7
74,4,19,4,19,8,3,3528,34854,7
73,4,18,4,18,8,3,427,21813,7
33,2,7,3,7,4,1,0,8589,7
81,7,0,0,6,2,1,8037,1261,7
1,0,6,0,6,1,1,11,44669,7
21,2,3,4,3,8,1,361,42536,7
83,7,9,0,5,2,1,8037,6052,7
26,2,16,4,16,8,1,6526,34175,7
3,0,10,0,10,2,1,8037,4701,7
80,4,0,4,0,8,3,5280,27589,7
82,7,10,0,10,1,3,6,13711,7
19,2,1,3,1,4,1,1,13738,7
21,2,3,4,3,8,1,267,43145,7
19,2,1,4,1,8,1,4976,43622,7
21,2,3,3,3,4,1,0,36855,7
17,2,10,3,10,4,1,1,38578,7
67,4,11,4,11,8,3,6932,10052,7
83,7,9,0,5,1,1,10,10861,7
81,7,0,0,6,1,1,10,11906,7
0,0,6,0,6,1,1,7,33512,7
64,4,1,4,1,8,3,6552,36398,7
2,0,7,0,7,1,1,13,5418,7
15,2,2,3,2,4,1,1,44380,7
35,2,0,4,0,8,1,684,41946,7
68,4,13,4,13,8,3,4116,17209,7
5,0,5,0,5,1,1,2,38591,7
17,2,10,3,10,4,1,0,40710,7
81,7,0,0,6,2,1,8037,2966,7
83,7,9,0,5,1,1,12,15727,7
24,2,14,3,14,4,1,0,27779,7
4,0,5,0,5,2,1,8037,13736,7
33,2,7,4,7,8,1,1453,19916,7
16,2,8,3,8,4,1,1,28288,7
27,2,17,3,17,4,1,1,31191,7
76,4,12,4,12,8,3,1763,43160,7
35,2,0,4,0,8,1,95,39725,7
0,0,6,0,6,2,1,8037,26758,7
61,4,2,4,2,8,3,647,32226,7
82,7,10,0,10,1,1,1,17216,7
34,2,6,3,6,4,1,1,9653,7
18,2,5,3,5,4,1,0,84,7
30,2,20,3,20,4,1,1,36455,7
69,4,14,4,14,8,3,5281,12070,7
1,0,6,0,6,1,1,10,12890,7
18,2,5,3,5,4,1,0,25326,7
35,2,0,3,0,4,1,0,11411,7
18,2,5,3,5,4,1,1,13517,7
31,2,12,4,12,8,1,916,39083,7
17,2,10,3,10,4,1,0,21181,7
31,2,12,4,12,8,1,5586,39597,7
23,2,13,4,13,8,1,2709,34045,7
25,2,15,4,15,8,1,4840,41188,7
83,7,9,0,5,1,1,9,45762,7
20,2,9,3,9,4,1,0,31071,7
27,2,17,4,17,8,1,1553,41743,7
15,2,2,4,2,8,1,7475,43169,7
82,7,10,0,10,1,1,4,39683,7
0,0,6,0,6,1,1,1,347,7
23,2,13,4,13,8,1,4981,37186,7
34,2,6,3,6,4,1,1,9858,7
32,2,4,3,4,4,1,1,35182,7
13,6,5,7,9,2,1,8037,27300,0
2,0,7,0,7,1,1,13,1598,7
0,0,6,0,6,1,1,10,44609,7
64,4,1,4,1,8,3,6193,19479,7
32,2,4,3,4,4,1,1,43948,7
67,4,11,4,11,8,3,6697,28414,7
22,2,11,3,11,4,1,1,4161,7
80,4,0,4,0,8,3,5315,41962,7
71,4,16,4,16,8,3,369,26797,7
82,7,10,0,10,1,1,10,41629,7
82,7,10,0,10,2,3,8037,12144,7
4,0,5,0,5,1,1,9,21787,7
21,2,3,4,3,8,1,6255,21752,7
5,0,5,0,5,1,1,12,4499,7
77,4,4,4,4,8,3,7434,35647,7
81,7,0,0,6,1,1,9,20263,7
76,4,12,4,12,8,3,1351,44720,7
77,4,4,4,4,8,3,449,19058,7
83,7,9,0,5,2,1,8037,17391,7
63,4,10,4,10,8,3,462,34609,7
4,0,5,0,5,2,1,8037,23801,7
19,2,1,3,1,4,1,1,9561,7
31,2,12,3,12,4,1,1,26649,7
28,2,18,4,18,8,1,4462,43193,7
15,2,2,3,2,4,1,0,3789,0
3,0,10,0,10,2,1,8037,34586,7
79,4,6,4,6,8,3,3473,8245,7
34,2,6,4,6,8,1,2825,19855,7
35,2,0,3,0,4,1,1,853,7
81,7,0,0,6,2,1,8037,11677,7
31,2,12,3,12,4,1,1,7886,7
25,2,15,3,15,4,1,0,34228,7
23,2,13,3,13,4,1,0,41485,7
78,4,7,4,7,8,3,4916,30694,7
77,4,4,4,4,8,3,5144,9304,7
32,2,4,3,4,4,1,1,13726,7
19,2,1,4,1,8,1,6802,39940,7
0,0,6,0,6,2,1,8037,19838,7
11,6,4,4,0,8,1,3035,39392,0
17,2,10,4,10,8,1,5131,31112,7
21,2,3,3,3,4,1,1,41657,7
0,0,6,0,6,1,3,1,31671,7
0,0,6,0,6,2,1,8037,8509,7
75,4,20,4,20,8,3,3106,28183,7
24,2,14,3,14,4,1,0,29060,7
68,4,13,4,13,8,3,5710,40146,7
5,0,5,0,5,1,1,11,5061,7
17,2,10,4,10,8,1,562,35021,7
55,3,7,3,7,1,3,8032,42036,7
65,4,9,4,9,8,3,3566,20091,7
76,4,12,4,12,8,3,1275,5202,7
72,4,17,4,17,8,3,678,44516,7
66,4,3,4,3,8,3,4690,24222,7
81,7,0,0,6,2,1,8037,12931,7
79,4,6,4,6,8,3,4484,405,7
24,2,14,3,14,4,1,0,35730,7
63,4,10,4,10,8,3,2600,33865,7
30,2,20,3,20,4,1,1,15155,7
78,4,7,4,7,8,3,6032,20279,7
5,0,5,0,5,1,1,2,17136,7
4,0,5,0,5,1,1,9,31996,7
71,4,16,4,16,8,3,1973,2391,7
15,2,2,3,2,4,1,0,286,7
32,2,4,4,4,8,1,6513,29339,7
1,0,6,0,6,1,1,9,2318,7
73,4,18,4,18,8,3,2028,5973,7
1,0,6,0,6,2,1,8037,7117,7
31,2,12,4,12,8,1,1704,32681,7
23,2,13,3,13,4,1,1,19317,7
0,0,6,0,6,2,1,8037,38566,7
35,2,0,4,0,8,1,4374,23254,7
4,0,5,0,5,2,1,8037,9688,7
80,4,0,4,0,8,3,1632,22559,7
32,2,4,3,4,4,1,1,27996,7
82,7,10,0,10,1,1,7,17258,7
78,4,7,4,7,8,3,5236,29146,7
35,2,0,3,0,4,1,1,32016,7
77,4,4,4,4,8,3,7578,17700,7
68,4,13,4,13,8,3,5906,29735,7
0,0,6,0,6,1,1,6,24213,7
3,0,10,0,10,1,1,7,10932,7
82,7,10,0,10,1,1,1,4444,7
79,4,6,4,6,8,3,4146,34537,7
67,4,11,4,11,8,3,3963,7489,7
0,0,6,0,6,2,1,8037,21679,7
68,4,13,4,13,8,3,841,5736,7
69,4,14,4,14,8,3,1628,17756,7
71,4,16,4,16,8,3,6606,7329,7
15,2,2,3,2,4,1,0,683,7
82,7,10,0,10,1,1,2,34035,7
65,4,9,4,9,8,3,398,5770,7
19,2,1,4,1,8,1,4648,44941,7
70,4,15,4,15,8,3,6977,21832,7
28,2,18,3,18,4,1,1,40526,7
19,2,1,4,1,8,1,780,28411,7
3,0,10,0,10,1,1,9,34468,7
62,4,8,4,8,8,3,6623,35108,7
17,2,10,3,10,4,1,1,8414,7
19,2,1,3,1,4,1,1,30289,7
24,2,14,3,14,4,1,0,19579,7
3,0,10,0,10,1,1,2,3625,7
70,4,15,4,15,8,3,6429,9461,7
27,2,17,4,17,8,1,5054,38608,7
0,0,6,0,6,2,1,8037,25086,7
73,4,18,4,18,8,3,7045,12991,7
29,2,19,4,19,8,1,4117,40700,7
27,2,17,3,17,4,1,0,4770,7
35,2,0,3,0,4,1,1,16916,7
34,2,6,3,6,4,1,1,39761,7
32,2,4,3,4,4,1,1,44690,7
4,0,5,0,5,1,1,7,33898,7
15,2,2,3,2,4,1,0,30492,7
81,7,0,0,6,1,1,4,41180,7
29,2,19,4,19,8,1,7578,25380,7
3,0,10,0,10,1,1,4,33858,7
32,2,4,3,4,4,1,1,27624,7
17,2,10,3,10,4,1,0,45434,7
1,0,6,0,6,1,1,9,6333,7
29,2,19,3,19,4,1,0,15854,7
73,4,18,4,18,8,3,4127,5826,7
82,7,10,0,10,2,1,8037,37276,7
15,2,2,3,2,4,1,0,17789,7
1,0,6,0,6,2,1,8037,38473,7
19,2,1,4,1,8,1,156,22291,7
13,6,5,7,9,2,1,8037,27307,0
61,4,2,4,2,8,3,6491,18050,7
3,0,10,0,10,2,1,8037,6805,7
4,0,5,0,5,2,1,8037,45042,7
70,4,15,4,15,8,3,6008,8266,7
28,2,18,3,18,4,1,0,17472,7
1,0,6,0,6,2,1,8037,11767,7
35,2,0,3,0,4,1,0,43248,7
71,4,16,4,16,8,3,3948,39781,7
23,2,13,4,13,8,1,6814,25364,7
0,0,6,0,6,1,1,9,33919,7
4,0,5,0,5,1,1,2,32157,7
3,0,10,0,10,1,3,9,31828,7
23,2,13,3,13,4,1,0,42572,7
81,7,0,0,6,1,3,1,22723,7
81,7,0,0,6,1,3,10,11719,7
22,2,11,3,11,4,1,0,11755,7
82,7,10,0,10,2,1,8037,34368,7
3,0,10,0,10,1,1,1,44577,7
30,2,20,3,20,4,1,1,45635,7
3,0,10,0,10,1,1,11,31635,7
21,2,3,4,3,8,1,623,23753,7
19,2,1,3,1,4,1,0,3564,7
67,4,11,4,11,8,3,1995,1880,7
25,2,15,3,15,4,1,1,28306,7
21,2,3,3,3,4,1,1,41602,7
80,4,0,4,0,8,3,2540,23053,7
25,2,15,3,15,4,1,0,42678,7
29,2,19,3,19,4,1,1,29291,7
19,2,1,4,1,8,1,165,30758,7
78,4,7,4,7,8,3,878,2593,7
28,2,18,4,18,8,1,5536,25060,7
24,2,14,4,14,8,1,5932,41262,7
63,4,10,4,10,8,3,6410,31057,7
64,4,1,4,1,8,3,7191,30925,7
73,4,18,4,18,8,3,2318,25456,7
0,0,6,0,6,1,1,0,37208,7
67,4,11,4,11,8,3,3878,32736,7
64,4,1,4,1,8,3,4372,10714,7
24,2,14,4,14,8,1,4201,37151,7
0,0,6,0,6,2,1,8037,33629,7
32,2,4,4,4,8,1,3226,39992,7
1,0,6,0,6,2,1,8037,10227,7
15,2,2,3,2,4,1,1,35330,7
77,4,4,4,4,8,3,7614,32506,7
81,7,0,0,6,2,1,8037,83,7
68,4,13,4,13,8,3,3037,28154,7
81,7,0,0,6,1,1,1,3990,7
1,0,6,0,6,1,3,13,30693,7
22,2,11,3,11,4,1,0,11728,7
69,4,14,4,14,8,3,280,32404,7
83,7,9,0,5,1,3,0,44944,7
62,4,8,4,8,8,3,960,26968,7
23,2,13,4,13,8,1,4804,40383,7
83,7,9,0,5,1,1,10,23919,7
0,0,6,0,6,2,1,8037,19682,7
17,2,10,3,10,4,1,1,16276,7
81,7,0,0,6,1,1,4,13205,7
34,2,6,3,6,4,1,1,25078,7
75,4,20,4,20,8,3,3889,18378,7
4,0,5,0,5,1,1,2,27637,7
0,0,6,0,6,1,1,4,9303,7
77,4,4,4,4,8,3,7697,43559,7
81,7,0,0,6,1,1,2,36581,7
83,7,9,0,5,1,3,10,22513,7
28,2,18,3,18,4,1,0,41578,7
21,2,3,4,3,8,1,3370,31887,7
1,0,6,0,6,1,1,1,25092,7
2,0,7,0,7,1,1,13,4998,7
23,2,13,3,13,4,1,1,41714,7
0,0,6,0,6,2,1,8037,31646,7
81,7,0,0,6,2,1,8037,18399,7
33,2,7,4,7,8,1,6194,36664,7
33,2,7,4,7,8,1,2259,31804,7
83,7,9,0,5,1,3,4,4970,7
5,0,5,0,5,1,1,10,24215,7
79,4,6,4,6,8,3,2432,35358,7
16,2,8,4,8,8,1,379,41588,7
3,0,10,0,10,2,1,8037,18450,7
62,4,8,4,8,8,3,7883,11257,7
68,4,13,4,13,8,3,5383,34487,7
2,0,7,0,7,1,1,13,33638,7
34,2,6,3,6,4,1,1,32408,7
19,2,1,4,1,8,1,3670,22410,7
0,0,6,0,6,1,1,10,10188,7
21,2,3,3,3,4,1,0,37330,7
20,2,9,3,9,4,1,1,5516,7
16,2,8,3,8,4,1,0,8874,7
34,2,6,3,6,4,1,1,43480,7
5,0,5,0,5,1,1,7,38793,7
3,0,10,0,10,1,1,7,5444,7
17,2,10,3,10,4,1,0,23952,7
76,4,12,4,12,8,3,6412,13083,7
15,2,2,3,2,4,1,1,13927,7
0,0,6,0,6,1,3,7,2326,7
27,2,17,4,17,8,1,2601,26213,7
3,0,10,0,10,2,1,8037,25540,7
80,4,0,4,0,8,3,4915,30533,7
19,2,1,4,1,8,1,6981,20460,7
27,2,17,4,17,8,1,6036,22143,7
31,2,12,3,12,4,1,0,10928,7
6,1,4,2,7,4,3,1,32733,4
1,0,6,0,6,1,1,1,14080,7
64,4,1,4,1,8,3,1792,31180,7
3,0,10,0,10,1,1,7,5626,7
0,0,6,0,6,1,1,13,23883,7
83,7,9,0,5,2,1,8037,23656,7
1,0,6,0,6,2,1,8037,39103,7
64,4,1,4,1,8,3,5574,9883,7
15,2,2,3,2,4,1,1,5865,7
18,2,5,3,5,4,1,0,11021,7
11,6,4,4,0,8,1,3035,39535,0
25,2,15,3,15,4,1,0,15071,7
23,2,13,3,13,4,1,1,5325,7
83,7,9,0,5,1,1,13,32191,7
14,6,17,4,14,8,1,2172,20245,7
63,4,10,4,10,8,3,6288,17435,7
19,2,1,3,1,4,1,1,12988,7
14,6,17,6,17,10,3,1,26776,7
4,0,5,0,5,1,3,13,16768,7
65,4,9,4,9,8,3,2527,26000,7
5,0,5,0,5,2,1,8037,27569,7
23,2,13,4,13,8,1,1798,34578,7
27,2,17,3,17,4,1,0,27691,7
76,4,12,4,12,8,3,3939,42361,7
64,4,1,4,1,8,3,5031,4344,7
31,2,12,4,12,8,1,4597,31777,7
21,2,3,3,3,4,1,0,37915,7
3,0,10,0,10,1,1,9,24816,7
74,4,19,4,19,8,3,2881,17395,7
35,2,0,3,0,4,1,0,38025,7
30,2,20,4,20,8,1,5089,22418,7
74,4,19,4,19,8,3,5680,36006,7
82,7,10,0,10,1,1,6,39115,7
15,2,2,3,2,4,1,1,19135,7
25,2,15,3,15,4,1,1,20252,7
5,0,5,0,5,2,1,8037,16283,7
1,0,6,0,6,1,3,7,31370,7
77,4,4,4,4,8,3,6795,40231,7
0,0,6,0,6,2,1,8037,4193,7
2,0,7,0,7,1,1,13,20976,7
35,2,0,3,0,4,1,1,30227,7
34,2,6,4,6,8,1,6790,42165,7
75,4,20,4,20,8,3,4538,23901,7
62,4,8,4,8,8,3,300,30630,7
81,7,0,0,6,1,3,9,16301,7
20,2,9,3,9,4,1,1,36477,7
33,2,7,3,7,4,1,0,34709,7
